Solution 1,Cluster 1,Solution 2,Cluster 2,Disjoint Genes
6,0,25,2,"{'uL18-L4', 'cPGK2', 'SEH', 'GER2', 'GPX2', 'MPPalpha', 'VEP1', 'HPL1', 'UGT88A1', 'NIA2', 'ABCC2', 'TBL15', 'RNS1', 'GSTU19'}"
7,2,8,3,"{'uL18-L4', 'AT2G35790', 'PLDALPHA1', 'ARAB-1', 'GER2', 'MFP2', 'LAZ5', 'NDPK1', 'GS2', 'PRK', 'HCHIB', 'CYP71B6', 'ROF1', 'AIM1', 'PR4', 'LOX1', 'ABCC2'}"
7,3,8,2,"{'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'MPK3', 'GRF7', 'CCR1', 'EXO70A3', 'LOX1', 'ER', 'ICK1', 'AT5G06940', 'PLDBETA1', 'NDR1', 'RNS2', 'PLDALPHA1', 'AT3G15350', 'TGG2', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'ATR2', 'WRKY11', 'AT4G16610', 'PKT3', 'PR4', 'ACX2', 'ACS2', 'WIN2', 'PR1'}"
7,0,9,3,"{'MYB68', 'RBCS1B', 'cPGK2', 'SEH', 'GPX2', 'VEP1', 'HPL1', 'NIA2', 'AT5G06940', 'LHB1B2', 'AT-P4H-1', 'MPPalpha', 'PR4', 'UGT88A1', 'TBL15', 'ACS2', 'PDF1.2', 'RNS1', 'GSTU19'}"
7,2,10,1,"{'RBCS1B', 'MYB68', 'uL18-L4', 'GPX1', 'UBQ4', 'GER2', 'PRK', 'PLL16', 'LOX1', 'ER', 'ICK1', 'AO1', 'LHB1B2', 'AT-P4H-1', 'TGG2', 'TBL9', 'AIG1', 'GS2', 'MFP2', 'LAZ5', 'NDPK1', 'AT4G16610', 'PKT3', 'ROF1', 'ACX2', 'PDF1.2', 'PR1'}"
7,3,10,3,"{'RBCS1B', 'PLL16', 'GRF7', 'CCR1', 'EXO70A3', 'LOX1', 'ICK1', 'AT5G06940', 'AO1', 'PLDBETA1', 'LHB1B2', 'RNS2', 'AT-P4H-1', 'AT3G15350', 'TBL9', 'ATR2', 'WRKY11', 'PKT3', 'ACX2', 'ACS2', 'PDF1.2', 'WIN2'}"
7,2,11,3,"{'AT-P4H-1', 'AT2G35790', 'PLDALPHA1', 'uL18-L4', 'ARAB-1', 'GER2', 'MFP2', 'LAZ5', 'NDPK1', 'GS2', 'PRK', 'CYP71B6', 'ROF1', 'ABCC2', 'ACS2', 'FAD2'}"
7,0,11,2,"{'uL18-L4', 'GPX1', 'cPGK2', 'SEH', 'UBQ4', 'AAS', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'NIA2', 'ER', 'AO1', 'AT-P4H-1', 'AT2G35790', 'TBL9', 'AIG1', 'FAH1', 'ATRABE1B', 'MPPalpha', 'AT4G16610', 'PR1', 'UGT88A1', 'TBL15', 'FAD2', 'RNS1', 'GSTU19'}"
7,2,12,2,"{'LHB1B2', 'AT-P4H-1', 'AT2G35790', 'PLDALPHA1', 'uL18-L4', 'ARAB-1', 'GER2', 'MFP2', 'LAZ5', 'NDPK1', 'GS2', 'HCHIB', 'CYP71B6', 'ROF1', 'AIM1', 'PR4', 'ABCC2'}"
7,3,12,3,"{'MYB68', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'CCR1', 'EXO70A3', 'LOX1', 'ER', 'ICK1', 'AT5G06940', 'PLDBETA1', 'LHB1B2', 'RNS2', 'AT-P4H-1', 'PLC8', 'AT3G15350', 'TGG2', 'TGG1', 'ADA1A', 'AIG1', 'ATR2', 'WRKY11', 'AT4G16610', 'PKT3', 'URE', 'PR4', 'ACX2', 'ACS2', 'WIN2', 'PR1'}"
7,2,13,1,"{'uL18-L4', 'GER2', 'HCHIB', 'CYP71B6', 'AIM1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'PDF1.2', 'ARAB-1', 'GS2', 'MFP2', 'LAZ5', 'NDPK1', 'ROF1', 'PETE1', 'ABCC2', 'ACS2', 'FAD2'}"
7,3,13,3,"{'HCHIB', 'GRF7', 'CCR1', 'EXO70A3', 'LOX1', 'ER', 'ICK1', 'AO1', 'PLDBETA1', 'RNS2', 'AT3G15350', 'TBL9', 'TGG2', 'PDF1.2', 'AIG1', 'ATR2', 'WRKY11', 'PKT3', 'FAD2', 'ACX2', 'PETE1', 'WIN2'}"
7,3,14,0,"{'HCHIB', 'GRF7', 'CCR1', 'EXO70A3', 'LOX1', 'ICK1', 'AT5G06940', 'PLDBETA1', 'RNS2', 'AT-P4H-1', 'AT3G15350', 'ATR2', 'WRKY11', 'AT4G16610', 'PKT3', 'PR4', 'ACX2', 'FAD2', 'WIN2'}"
7,0,14,2,"{'MYB68', 'RBCS1B', 'cPGK2', 'SEH', 'GPX2', 'HCHIB', 'VEP1', 'HPL1', 'NIA2', 'LHB1B2', 'PER64', 'MPPalpha', 'PR4', 'UGT88A1', 'TBL15', 'ACS2', 'PDF1.2', 'RNS1', 'GSTU19'}"
7,2,15,1,"{'RBCS1B', 'MYB68', 'uL18-L4', 'GPX1', 'UBQ4', 'GER2', 'PRK', 'PLL16', 'LOX1', 'ER', 'ICK1', 'AO1', 'LHB1B2', 'AT-P4H-1', 'TGG2', 'TBL9', 'AIG1', 'GS2', 'MFP2', 'LAZ5', 'NDPK1', 'AT4G16610', 'PKT3', 'ROF1', 'ACX2', 'PDF1.2', 'PR1'}"
7,3,15,3,"{'RBCS1B', 'PLL16', 'GRF7', 'CCR1', 'EXO70A3', 'LOX1', 'ICK1', 'AO1', 'PLDBETA1', 'LHB1B2', 'RNS2', 'AT-P4H-1', 'AT3G15350', 'TBL9', 'PDF1.2', 'ATR2', 'WRKY11', 'PKT3', 'ACX2', 'PETE1', 'WIN2'}"
7,2,16,3,"{'RBCS1B', 'MYB68', 'GRF7', 'ELI3-1', 'APX1', 'LHB1B2', 'LecRK-V.5', 'ATR2', 'FAH1', 'AT4G16610', 'TT4', 'PKT3', 'ICK1', 'UGT88A1', 'TBL15', 'PDF1.2', 'CCOAMT', 'GSTU19', 'GPX1', 'UBQ4', 'SEH', 'GPX2', 'PRK', 'VEP1', 'NIA2', 'CAD9', 'RNS2', 'AT-P4H-1', 'AT3G15350', 'RNS1', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'FAD2', 'WIN2'}"
7,0,16,0,"{'MYB68', 'RBCS1B', 'LHB1B2', 'AT-P4H-1', 'cPGK2', 'SEH', 'GPX2', 'MPPalpha', 'VEP1', 'HPL1', 'PLL16', 'NIA2', 'UGT88A1', 'TBL15', 'ACS2', 'PDF1.2', 'RNS1', 'GSTU19'}"
7,3,17,0,"{'MYB68', 'RBCS1B', 'PLL16', 'GRF7', 'CCR1', 'EXO70A3', 'LOX1', 'ICK1', 'AO1', 'PLDBETA1', 'LHB1B2', 'RNS2', 'AT-P4H-1', 'AT3G15350', 'PDF1.2', 'ATR2', 'WRKY11', 'PKT3', 'ACX2', 'PETE1', 'WIN2'}"
7,0,17,2,"{'MYB68', 'TCH3', 'cPGK2', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'ER', 'AT5G06940', 'NDR1', 'TGG2', 'MEKK1', 'URE', 'UGT88A1', 'TBL15', 'GSTU19', 'FPS1', 'UBQ4', 'SEH', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'PME1', 'NIA2', 'TCH4', 'OXR2', 'AO1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'MPPalpha', 'ACS2', 'RNS1', 'PR1'}"
7,3,18,3,"{'TCH3', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'MPK3', 'GRF7', 'TCH2', 'CCR1', 'EXO70A3', 'LOX1', 'ER', 'ICK1', 'OXR2', 'PLDBETA1', 'NDR1', 'AT5G06940', 'RNS2', 'PLC8', 'AT3G15350', 'TBL9', 'TGG2', 'TGG1', 'ADA1A', 'ATR2', 'WRKY11', 'PKT3', 'ACX2', 'ACS2', 'PETE1', 'WIN2', 'PR1'}"
7,2,19,0,"{'AT-P4H-1', 'AT2G35790', 'PLDALPHA1', 'uL18-L4', 'TBL9', 'ARAB-1', 'GER2', 'MFP2', 'LAZ5', 'NDPK1', 'GS2', 'HCHIB', 'CYP71B6', 'ROF1', 'AIM1', 'PR4', 'ABCC2', 'ACS2'}"
7,3,19,3,"{'MYB68', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'CCR1', 'EXO70A3', 'LOX1', 'ER', 'ICK1', 'AT5G06940', 'PLDBETA1', 'RNS2', 'AT-P4H-1', 'PLC8', 'AT3G15350', 'TBL9', 'TGG2', 'TGG1', 'ADA1A', 'AIG1', 'ATR2', 'WRKY11', 'AT4G16610', 'PKT3', 'URE', 'PR4', 'ACX2', 'WIN2', 'PR1'}"
7,3,20,2,"{'HCHIB', 'GRF7', 'CCR1', 'LOX1', 'ICK1', 'AT5G06940', 'PLDBETA1', 'NDR1', 'RNS2', 'AT3G15350', 'TBL9', 'TGG2', 'ADA1A', 'PDF1.2', 'ATR2', 'WRKY11', 'PKT3', 'FAD2', 'ACX2', 'PETE1', 'WIN2'}"
7,0,20,0,"{'MYB68', 'RBCS1B', 'cPGK2', 'SEH', 'GPX2', 'HCHIB', 'VEP1', 'HPL1', 'NIA2', 'LHB1B2', 'AT-P4H-1', 'TBL9', 'PER64', 'MPPalpha', 'UGT88A1', 'TBL15', 'ACS2', 'PETE1', 'RNS1', 'GSTU19'}"
7,2,21,1,"{'uL18-L4', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'ARAB-1', 'GER2', 'MFP2', 'LAZ5', 'NDPK1', 'GS2', 'HCHIB', 'CYP71B6', 'ROF1', 'AIM1', 'PR4', 'ABCC2', 'PETE1'}"
7,3,21,3,"{'GPX1', 'UBQ4', 'AAS', 'FSD1', 'HCHIB', 'MPK3', 'GRF7', 'PME1', 'CCR1', 'EXO70A3', 'LOX1', 'ER', 'ICK1', 'AT5G06940', 'PLDBETA1', 'OXR2', 'RNS2', 'PR5', 'AT3G15350', 'TBL9', 'TGG2', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'BGL2', 'ATR2', 'WRKY11', 'PKT3', 'URE', 'PR4', 'ACX2', 'ACS2', 'PETE1', 'WIN2', 'PR1'}"
7,2,22,0,"{'LHB1B2', 'uL18-L4', 'AT2G35790', 'PLDALPHA1', 'ARAB-1', 'PER64', 'GER2', 'MFP2', 'LAZ5', 'NDPK1', 'GS2', 'CYP71B6', 'ROF1', 'AIM1', 'ABCC2', 'ACS2', 'FAD2', 'AT5G06940'}"
7,2,23,1,"{'MYB68', 'uL18-L4', 'GER2', 'HCHIB', 'CYP71B6', 'AIM1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'PDF1.2', 'ARAB-1', 'GS2', 'MFP2', 'LAZ5', 'NDPK1', 'ROF1', 'ABCC2', 'ACS2', 'FAD2'}"
7,0,23,3,"{'MYB68', 'cPGK2', 'SEH', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'NIA2', 'ER', 'TGG2', 'PDF1.2', 'AIG1', 'MPPalpha', 'PR4', 'UGT88A1', 'TBL15', 'FAD2', 'RNS1', 'GSTU19'}"
7,2,24,0,"{'MYB68', 'uL18-L4', 'SEH', 'GER2', 'HCHIB', 'CYP71B6', 'CCR1', 'LOX1', 'AT2G35790', 'TBL9', 'ARAB-1', 'GS2', 'MFP2', 'LAZ5', 'NDPK1', 'AT4G16610', 'ROF1', 'PR4', 'ICK1', 'ABCC2', 'PETE1', 'RNS1'}"
7,3,24,2,"{'GER2', 'CCR1', 'EXO70A3', 'NIT2', 'ELI3-1', 'APX1', 'AT2G35790', 'TBL9', 'LecRK-V.5', 'GS2', 'MFP2', 'LAZ5', 'FAH1', 'TT4', 'ROF1', 'PR4', 'ICK1', 'UGT88A1', 'TBL15', 'CCOAMT', 'GSTU19', 'uL18-L4', 'GPX1', 'HCHIB', 'PLL16', 'GPX2', 'PRK', 'CYP71B6', 'CHIA', 'LOX1', 'HMG1', 'NIA2', 'CAD9', 'AO1', 'ARAB-1', 'AIG1', 'DHS1', 'NDPK1', 'ATRABE1B', 'MPPalpha', 'ABCC2', 'PETE1'}"
7,0,24,1,"{'MYB68', 'TCH3', 'cPGK2', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'ER', 'AT5G06940', 'NDR1', 'TGG2', 'MEKK1', 'URE', 'UGT88A1', 'TBL15', 'GSTU19', 'FPS1', 'UBQ4', 'SEH', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'PME1', 'NIA2', 'OXR2', 'TCH4', 'AO1', 'PLC8', 'PR5', 'TGG1', 'ADA1A', 'MPPalpha', 'ACS2', 'RNS1', 'PR1'}"
7,2,25,1,"{'uL18-L4', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'ARAB-1', 'GER2', 'MFP2', 'LAZ5', 'NDPK1', 'GS2', 'HCHIB', 'CYP71B6', 'ROF1', 'AIM1', 'PR4', 'ABCC2', 'PETE1'}"
7,0,25,2,"{'cPGK2', 'SEH', 'GPX2', 'MPPalpha', 'VEP1', 'HPL1', 'NIA2', 'UGT88A1', 'TBL15', 'RNS1', 'GSTU19'}"
8,2,9,1,"{'uL18-L4', 'UBQ4', 'AAS', 'MPK3', 'CYP71B6', 'AIM1', 'LOX1', 'ER', 'AT5G06940', 'NDR1', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'AT2G35790', 'AIG1', 'ARAB-1', 'FAD2', 'ABCC2', 'ACS2', 'PETE1', 'PR1'}"
8,2,13,3,"{'GPX1', 'UBQ4', 'AAS', 'MPK3', 'AT5G06940', 'AO1', 'NDR1', 'PLDALPHA1', 'PLC8', 'TBL9', 'TGG1', 'ADA1A', 'PDF1.2', 'AT4G16610', 'FAD2', 'PR4', 'ACS2', 'PETE1', 'PR1'}"
8,2,16,2,"{'GPX1', 'UBQ4', 'AAS', 'MPK3', 'PLL16', 'HCHIB', 'CCR1', 'NIT2', 'LOX1', 'ER', 'AT5G06940', 'PLDBETA1', 'NDR1', 'PLDALPHA1', 'TGG2', 'PLC8', 'TGG1', 'ADA1A', 'NDPK1', 'AT4G16610', 'PR4', 'ACS2', 'FAD2', 'PR1'}"
8,2,22,2,"{'GPX1', 'UBQ4', 'SEH', 'AAS', 'MPK3', 'HCHIB', 'CCR1', 'EXO70A3', 'AIM1', 'LOX1', 'ER', 'OXR2', 'AT5G06940', 'NDR1', 'LHB1B2', 'PLDALPHA1', 'PLC8', 'TGG1', 'AT2G35790', 'ARAB-1', 'AIG1', 'PR4', 'ICK1', 'ACS2', 'FAD2', 'PR1'}"
8,2,23,3,"{'GPX1', 'UBQ4', 'AAS', 'MPK3', 'AT5G06940', 'AO1', 'NDR1', 'PLDALPHA1', 'PLC8', 'TBL9', 'TGG1', 'ADA1A', 'PDF1.2', 'AT4G16610', 'FAD2', 'PR4', 'ACS2', 'PETE1', 'PR1'}"
8,0,25,2,"{'GER2', 'FSD1', 'GRF7', 'CCR1', 'NIT2', 'APX1', 'ELI3-1', 'AT2G35790', 'LecRK-V.5', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'FAH1', 'TT4', 'PKT3', 'URE', 'ROF1', 'ICK1', 'UGT88A1', 'TBL15', 'CCOAMT', 'GSTU19', 'uL18-L4', 'SEH', 'GPX2', 'CYP71B6', 'VEP1', 'WIN2', 'CHIA', 'AIM1', 'HMG1', 'NIA2', 'CAD9', 'OXR2', 'PLDBETA1', 'RNS2', 'AT3G15350', 'ARAB-1', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'MPPalpha', 'ACX2', 'ABCC2', 'PLC1', 'RNS1'}"
9,1,12,3,"{'MYB68', 'uL18-L4', 'UBQ4', 'AAS', 'CYP71B6', 'GRF7', 'AIM1', 'LOX1', 'ER', 'AT5G06940', 'LHB1B2', 'AT-P4H-1', 'AT2G35790', 'PLDALPHA1', 'PLC8', 'TGG2', 'ARAB-1', 'TGG1', 'ADA1A', 'AIG1', 'URE', 'PETE1', 'ABCC2', 'ACS2', 'FAD2', 'PR1'}"
9,1,13,3,"{'uL18-L4', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'GPX1', 'ARAB-1', 'TGG2', 'AIG1', 'AT4G16610', 'CYP71B6', 'AIM1', 'PR4', 'ER', 'LOX1', 'ABCC2', 'PDF1.2', 'AO1'}"
9,1,16,2,"{'uL18-L4', 'AT2G35790', 'PLDALPHA1', 'GPX1', 'ARAB-1', 'AIG1', 'NDPK1', 'AT4G16610', 'PLL16', 'CYP71B6', 'HCHIB', 'AIM1', 'PR4', 'NIT2', 'CCR1', 'ABCC2', 'PETE1', 'PLDBETA1'}"
9,1,17,2,"{'TCH3', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'ER', 'AT5G06940', 'NDR1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'TGG2', 'AT4G16610', 'MEKK1', 'URE', 'uL18-L4', 'FPS1', 'GPX1', 'UBQ4', 'CYP71B6', 'PME1', 'AIM1', 'LOX1', 'TCH4', 'OXR2', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'ARAB-1', 'ABCC2', 'ACS2', 'FAD2', 'PR1'}"
9,1,18,3,"{'uL18-L4', 'TCH3', 'UBQ4', 'AAS', 'MPK3', 'CYP71B6', 'TCH2', 'AIM1', 'LOX1', 'ER', 'OXR2', 'AT5G06940', 'NDR1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'TGG2', 'ARAB-1', 'PLC8', 'TGG1', 'ADA1A', 'AT4G16610', 'PR4', 'ABCC2', 'ACS2', 'FAD2', 'PR1'}"
9,1,19,3,"{'MYB68', 'uL18-L4', 'UBQ4', 'AAS', 'CYP71B6', 'GRF7', 'AIM1', 'LOX1', 'ER', 'AT5G06940', 'AT-P4H-1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'PLC8', 'ARAB-1', 'TGG2', 'TGG1', 'ADA1A', 'AIG1', 'URE', 'PETE1', 'ABCC2', 'FAD2', 'PR1'}"
9,1,20,2,"{'NDR1', 'uL18-L4', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'GPX1', 'ARAB-1', 'TGG2', 'ADA1A', 'AT4G16610', 'CYP71B6', 'AIM1', 'PR4', 'EXO70A3', 'LOX1', 'ABCC2', 'PDF1.2', 'AT5G06940'}"
9,1,21,3,"{'uL18-L4', 'UBQ4', 'AAS', 'FSD1', 'MPK3', 'CYP71B6', 'PME1', 'AIM1', 'LOX1', 'ER', 'OXR2', 'AT5G06940', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'PR5', 'ARAB-1', 'TGG2', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'BGL2', 'AT4G16610', 'URE', 'ABCC2', 'ACS2', 'FAD2', 'PR1'}"
9,1,23,3,"{'uL18-L4', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'GPX1', 'ARAB-1', 'TGG2', 'AIG1', 'AT4G16610', 'CYP71B6', 'AIM1', 'PR4', 'ER', 'LOX1', 'ABCC2', 'PDF1.2', 'AO1'}"
9,1,24,1,"{'TCH3', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'ER', 'AT5G06940', 'NDR1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'TGG2', 'AT4G16610', 'MEKK1', 'URE', 'uL18-L4', 'FPS1', 'GPX1', 'UBQ4', 'CYP71B6', 'PME1', 'AIM1', 'LOX1', 'OXR2', 'TCH4', 'PLC8', 'PR5', 'TGG1', 'ADA1A', 'ARAB-1', 'ABCC2', 'ACS2', 'FAD2', 'PR1'}"
9,1,25,2,"{'MYB68', 'uL18-L4', 'AT2G35790', 'PLDALPHA1', 'GPX1', 'TBL9', 'ARAB-1', 'AT4G16610', 'PLL16', 'CYP71B6', 'AIM1', 'LOX1', 'ABCC2', 'FAD2', 'AO1'}"
10,1,13,3,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'CYP71B6', 'AIM1', 'LOX1', 'ICK1', 'AO1', 'PLDALPHA1', 'AT2G35790', 'TBL9', 'ARAB-1', 'AT4G16610', 'PKT3', 'PR4', 'ACX2', 'ABCC2', 'PDF1.2', 'PR1'}"
10,1,14,0,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'CYP71B6', 'AIM1', 'LOX1', 'ER', 'ICK1', 'AT5G06940', 'AT-P4H-1', 'PLDALPHA1', 'TGG2', 'AT2G35790', 'ARAB-1', 'AIG1', 'PKT3', 'ACX2', 'ABCC2', 'PETE1', 'PR1'}"
10,1,16,2,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'PLL16', 'CYP71B6', 'HCHIB', 'AIM1', 'NIT2', 'CCR1', 'ER', 'ICK1', 'PLDBETA1', 'PLDALPHA1', 'TGG2', 'AT2G35790', 'ARAB-1', 'NDPK1', 'AT4G16610', 'PKT3', 'PR4', 'ACX2', 'ABCC2', 'PETE1', 'PR1'}"
10,1,17,2,"{'MYB68', 'FPS1', 'TCH3', 'GPX1', 'FSD1', 'PRK', 'MPK3', 'CYP71B6', 'TCH2', 'PME1', 'AIM1', 'EXO70A3', 'LOX1', 'TUB9', 'ICK1', 'AT5G06940', 'TCH4', 'NDR1', 'OXR2', 'PLDALPHA1', 'AT2G35790', 'TBL9', 'PR5', 'ARAB-1', 'AIG1', 'PLC8', 'TGG1', 'ADA1A', 'AT4G16610', 'MEKK1', 'PKT3', 'URE', 'ACX2', 'ABCC2', 'ACS2', 'FAD2'}"
10,1,18,3,"{'MYB68', 'TCH3', 'AAS', 'PRK', 'MPK3', 'CYP71B6', 'TCH2', 'AIM1', 'LOX1', 'ICK1', 'OXR2', 'AT5G06940', 'NDR1', 'PLDALPHA1', 'AT2G35790', 'TBL9', 'PLC8', 'ARAB-1', 'AIG1', 'TGG1', 'ADA1A', 'AT4G16610', 'PKT3', 'PR4', 'ACX2', 'ABCC2', 'ACS2', 'FAD2'}"
10,1,20,2,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'CYP71B6', 'AIM1', 'EXO70A3', 'LOX1', 'ER', 'AT5G06940', 'NDR1', 'PLDALPHA1', 'AT2G35790', 'TBL9', 'ACX2', 'ARAB-1', 'AIG1', 'ADA1A', 'AT4G16610', 'PKT3', 'PR4', 'ICK1', 'ABCC2', 'PDF1.2', 'PR1'}"
10,1,23,3,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'CYP71B6', 'AIM1', 'LOX1', 'ICK1', 'AO1', 'PLDALPHA1', 'AT2G35790', 'TBL9', 'ARAB-1', 'AT4G16610', 'PKT3', 'PR4', 'ACX2', 'ABCC2', 'PDF1.2', 'PR1'}"
10,1,24,1,"{'MYB68', 'FPS1', 'TCH3', 'GPX1', 'FSD1', 'PRK', 'MPK3', 'CYP71B6', 'TCH2', 'PME1', 'AIM1', 'EXO70A3', 'LOX1', 'TUB9', 'ICK1', 'AT5G06940', 'OXR2', 'NDR1', 'TCH4', 'PLDALPHA1', 'AT2G35790', 'TBL9', 'PLC8', 'ARAB-1', 'AIG1', 'PR5', 'TGG1', 'ADA1A', 'AT4G16610', 'MEKK1', 'PKT3', 'URE', 'ACX2', 'ABCC2', 'ACS2', 'FAD2'}"
10,1,25,2,"{'GPX1', 'UBQ4', 'PRK', 'PLL16', 'CYP71B6', 'AIM1', 'LOX1', 'ER', 'ICK1', 'AO1', 'PLDALPHA1', 'TGG2', 'TBL9', 'AT2G35790', 'ARAB-1', 'AIG1', 'AT4G16610', 'PKT3', 'ACX2', 'ABCC2', 'FAD2', 'PR1'}"
11,2,13,3,"{'MYB68', 'AT-P4H-1', 'AT2G35790', 'uL18-L4', 'GPX1', 'UBQ4', 'TBL9', 'TGG2', 'AAS', 'FAH1', 'ATRABE1B', 'AT4G16610', 'PR4', 'AO1', 'PDF1.2', 'PR1'}"
11,2,16,2,"{'MYB68', 'uL18-L4', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'PLL16', 'CCR1', 'NIT2', 'LOX1', 'ER', 'PLDBETA1', 'AT-P4H-1', 'AT2G35790', 'NDPK1', 'FAH1', 'ATRABE1B', 'AT4G16610', 'PR4', 'PETE1', 'PR1'}"
11,2,17,2,"{'MYB68', 'TCH3', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'AT5G06940', 'NDR1', 'AT2G35790', 'TGG2', 'TBL9', 'FAH1', 'AT4G16610', 'MEKK1', 'URE', 'uL18-L4', 'FPS1', 'GPX1', 'AAS', 'PME1', 'TCH4', 'OXR2', 'AT-P4H-1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'ATRABE1B', 'ACS2', 'FAD2'}"
11,2,20,2,"{'MYB68', 'uL18-L4', 'GPX1', 'UBQ4', 'AAS', 'EXO70A3', 'ER', 'AT5G06940', 'NDR1', 'AT-P4H-1', 'AT2G35790', 'TGG2', 'TBL9', 'ADA1A', 'AIG1', 'FAH1', 'ATRABE1B', 'AT4G16610', 'PR4', 'PDF1.2', 'PR1'}"
11,2,22,2,"{'MYB68', 'uL18-L4', 'GPX1', 'UBQ4', 'SEH', 'AAS', 'HCHIB', 'CCR1', 'EXO70A3', 'AIM1', 'LOX1', 'ER', 'OXR2', 'LHB1B2', 'AT-P4H-1', 'TGG2', 'ADA1A', 'ARAB-1', 'AIG1', 'FAH1', 'ATRABE1B', 'PR4', 'ICK1', 'PETE1', 'PR1'}"
11,2,23,3,"{'MYB68', 'AT-P4H-1', 'AT2G35790', 'uL18-L4', 'GPX1', 'UBQ4', 'TBL9', 'TGG2', 'AAS', 'FAH1', 'ATRABE1B', 'AT4G16610', 'PR4', 'AO1', 'PDF1.2', 'PR1'}"
11,3,24,0,"{'MYB68', 'SEH', 'PRK', 'HCHIB', 'CCR1', 'LOX1', 'AT-P4H-1', 'PLDALPHA1', 'TBL9', 'AT4G16610', 'PR4', 'FAD2', 'ICK1', 'ACS2', 'PETE1', 'RNS1'}"
11,2,24,1,"{'MYB68', 'TCH3', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'AT5G06940', 'NDR1', 'AT2G35790', 'TGG2', 'TBL9', 'FAH1', 'AT4G16610', 'MEKK1', 'URE', 'uL18-L4', 'FPS1', 'GPX1', 'AAS', 'PME1', 'OXR2', 'TCH4', 'AT-P4H-1', 'PLC8', 'PR5', 'TGG1', 'ADA1A', 'AIG1', 'ATRABE1B', 'ACS2', 'FAD2'}"
11,2,25,2,"{'uL18-L4', 'GPX1', 'UBQ4', 'AAS', 'PLL16', 'ER', 'AO1', 'AT-P4H-1', 'AT2G35790', 'TBL9', 'AIG1', 'FAH1', 'ATRABE1B', 'AT4G16610', 'FAD2', 'PR1'}"
12,3,13,1,"{'MYB68', 'RBCS1B', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'PLL16', 'GRF7', 'ER', 'AT5G06940', 'AO1', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'AIG1', 'AT4G16610', 'URE', 'PR1'}"
12,3,16,2,"{'MYB68', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'PLL16', 'GRF7', 'CCR1', 'NIT2', 'LOX1', 'ER', 'AT5G06940', 'PLDBETA1', 'LHB1B2', 'AT-P4H-1', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'NDPK1', 'AT4G16610', 'URE', 'PR4', 'ACS2', 'FAD2', 'PR1'}"
12,3,20,0,"{'MYB68', 'RBCS1B', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'PLL16', 'GRF7', 'ER', 'AT5G06940', 'AO1', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'AIG1', 'PER64', 'AT4G16610', 'URE', 'PR1'}"
